6963,2.8779469516291885
3040,2.6720978579357175
3037,2.7315887651867388
843,2.8709888137605755
4166,2.693726948923647
5223,3.1383026981662816
1060,3.100370545117563
7347,2.888179493918325
6880,2.660865478003869
5433,3.036628895362161
1350,3.0017337128090005
5568,2.876217840591642
2728,2.8369567370595505
3673,2.884795363948981
2510,2.887617300335736
2637,2.7041505168397992
7329,3.0081741840064264
5698,2.7466341989375787
5468,2.9169800473203824
2017,2.519827993775719
6938,2.8785217955012063
753,2.930949031167523
5709,2.8674674878590514
377,2.7895807121644256
6606,2.946452265013073
5850,2.8260748027008264
1200,3.0515383905153275
5093,2.9014583213961123
5055,2.8651039746411278
967,2.6693168805661123
1991,2.8915374576725643
3047,2.7693773260761385
295,2.929929560084588
6697,2.968015713993642
3960,2.9585638832219674
3269,2.8530895298518657
5224,3.044147620878723
1056,2.971739590887778
3971,2.8188854145940097
3662,2.8744818176994666
57,2.569373909615046
5766,2.4345689040341987
3823,2.845098040014257
5860,3.1583624920952498
6730,2.4899584794248346
1029,2.787460474518415
5676,2.886490725172482
3484,2.7528164311882715
5211,2.7831886910752575
826,2.965201701025912
7338,3.017450729510536
6879,2.7958800173440754
2080,2.9148718175400505
5777,3.012415374762433
1342,2.7535830588929064
4242,2.8943160626844384
6944,2.7664128471123997
3117,2.9122220565324155
5316,2.996949248495381
4158,2.8830933585756897
2137,2.846337112129805
3280,2.8305886686851442
5521,2.760422483423212
4125,2.9400181550076634
1980,2.693726948923647
4535,2.890979596989689
4037,3.009450895798694
3792,3.087781417809542
5679,2.7058637122839193
2351,2.7573960287930244
4417,2.9439888750737717
3656,2.971739590887778
2307,2.967079734144497
5205,2.949390006644913
700,2.660865478003869
1547,3.041787318971752
2508,2.8129133566428557
4930,2.7641761323903307
365,2.6748611407378116
2466,2.9122220565324155
4646,2.909020854211156
440,2.9929950984313414
5354,2.999130541287371
1310,2.7972675408307164
5324,3.077731179652392
1712,2.8027737252919755
5467,2.5327543789924976
809,2.7234556720351857
4732,2.7693773260761385
1998,2.673941998634088
2961,3.0549958615291417
1007,2.8739015978644615
2645,2.9698816437465
2230,2.6910814921229687
986,2.8549130223078554
3315,2.680335513414563
751,2.7867514221455614
3098,2.890421018800914
1202,2.928907690243953
3338,2.967547976218862
5556,3.00774777800074
359,2.7450747915820575
639,2.6263403673750423
3978,2.9537596917332287
3574,3.012415374762433
5149,2.835056101720116
6114,2.7993405494535817
1039,2.5634810853944106
3922,2.7259116322950483
1306,2.670245853074124
5974,2.847572659142112
4941,2.7611758131557314
5413,2.8549130223078554
3265,2.91539983521227
1935,2.7024305364455254
5654,3.0013009330204183
4314,2.69196510276736
429,2.75815462196739
2281,2.765668554759014
3232,2.885361220031512
4464,2.649334858712142
2519,2.6473829701146196
6556,2.7041505168397992
6685,3.0492180226701815
6341,2.8785217955012063
3309,2.801403710017355
111,2.72916478969277
6456,3.0429690733931802
5909,2.424881636631067
4496,2.8750612633917
5453,2.942008053022313
537,3.1758016328482794
6669,2.99563519459755
6670,3.029789470831856
1895,3.0588054866759067
2068,2.7126497016272113
2481,2.81424759573192
5563,2.9885589568786157
306,2.7283537820212285
520,2.8182258936139557
7359,3.087781417809542
1222,2.8407332346118066
1504,2.7993405494535817
3745,2.885926339801431
3733,2.9614210940664485
1597,3.1383026981662816
6741,2.829946695941636
4509,2.885926339801431
2754,3.1126050015345745
4265,3.044147620878723
2520,2.8965262174895554
7372,2.792391689498254
1714,2.6711728427150834
3500,2.683947130751512
7350,2.815577748324267
4024,2.8959747323590648
1681,2.814913181275074
225,2.574031267727719
3687,2.9647309210536292
909,3.228913405994688
6805,2.9190780923760737
1449,2.808210972924222
4818,2.7788744720027396
2764,2.6074550232146687
1359,2.783903579272735
4428,2.8937617620579434
6655,2.8382192219076257
3223,2.8228216453031045
3774,3.039017321997412
4805,2.9185545305502734
3731,2.8432327780980096
3781,3.061452479087193
2285,2.859138297294531
2724,2.9708116108725178
933,2.8457180179666586
6549,2.840106094456758
2127,2.7299742856995555
1258,2.9237619608287004
5404,2.936513742478893
5097,2.9278834103307068
4977,2.932473764677153
3613,2.9661417327390325
4144,3.038620161949703
5689,2.8188854145940097
4128,2.7573960287930244
4281,2.9849771264154934
4499,2.8785217955012063
4863,2.8709888137605755
765,2.699837725867246
6841,3.0729847446279304
263,2.7958800173440754
6468,2.6085260335771943
7361,3.0199466816788423
2008,2.791690649020118
6749,3.017450729510536
3664,2.966610986681934
3336,2.8318697742805017
6177,3.012415374762433
4835,2.9030899869919438
6984,2.885926339801431
2211,2.967079734144497
305,2.7902851640332416
4438,2.9041743682841634
4195,2.82865989653532
2350,2.525044807036845
5390,2.8000293592441343
4066,2.696356388733332
2368,2.359835482339888
4085,2.9978230807457256
2121,2.7331972651065692
3395,2.7551122663950713
5877,2.989004615698537
7204,3.149527013754348
5307,2.8573324964312685
4312,2.8041394323353503
746,2.9143431571194407
457,2.866877814337499
60,2.7589118923979736
4761,2.8721562727482928
4806,2.863322860120456
519,2.537819095073274
2972,2.841359470454855
5670,2.4471580313422194
5484,3.1398790864012365
7308,2.8825245379548803
3810,2.739572344450092
4386,2.6893088591236203
1583,3.1332194567324945
5313,2.9169800473203824
7333,2.8715729355458786
2095,2.88024177589548
5394,2.951823035315912
6768,3.0729847446279304
5177,3.0362295440862948
6064,2.8987251815894934
2378,2.82865989653532
6940,2.7209857441537393
1274,2.8221680793680175
4415,2.720159303405957
4390,3.074084689028244
2596,2.8169038393756605
1199,2.8561244442423
5460,2.9618954736678504
5966,2.9777236052888476
747,3.0461047872460387
4830,2.694605198933569
5780,2.963787827345555
5853,2.971275848738105
2090,2.7737864449811935
4248,2.79309160017658
3949,2.967547976218862
4664,2.924795995797912
